site_id,cta_sites,incident_date,week_day,incident,incident_category,week_code,weekend,holiday,incident_time,incident_time,time_category,time_code,atm,restaurant,avgtemp,maxtemp,totalsnow,sunhour,sunset,sunrise,moonrise,moonset,Temperature,weather_description,Humidity,cloudcover,heatindex,hours_after_sunrise,hours_to_sunset
85,Orange Line Midway Station,1/20/2020,Monday,0,none,6,0,1,4:00,4,early_morning,3,0,0,25,28,0.94,5.2,17:50,8:13,4:22,14:17,21,Patchy heavy snow,90,68,21,-4.22,13.83
30,Blue Line Pulaski Station,1/21/2020,Tuesday,1,General,7,0,0,13:03,13,afternoon,6,0,0,23,28,0,8.7,17:51,8:12,5:29,15:00,25,Partly cloudy,74,4,25,4.85,4.8
87,Orange Line Western Station,1/21/2020,Tuesday,0,none,7,0,0,8:00,8,morning,5,1,0,23,28,0,8.7,17:51,8:12,5:29,15:00,21,Partly cloudy,83,9,21,-0.2,9.85
89,Pink Line 18th Street Staion,1/21/2020,Tuesday,0,none,7,0,0,9:00,9,morning,5,1,4,23,28,0,8.7,17:51,8:12,5:29,15:00,21,Partly cloudy,83,10,21,0.8,8.85
16,Blue Line Cicero Station,1/22/2020,Wednesday,1,Disturbance ,2,0,0,11:08,11,morning,5,1,0,30,34,0,5.3,17:53,8:12,6:30,15:50,30,Overcast,68,58,30,2.93,6.75
16,Blue Line Cicero Station,1/22/2020,Wednesday,1,Tresspass,2,0,0,13:00,13,afternoon,6,1,0,30,34,0,5.3,17:53,8:12,6:30,15:50,30,Overcast,66,37,30,4.8,4.88
53,Clark/Lake Station (Brown Pink Orange Purple & Green),1/22/2020,Wednesday,1,Disturbance ,2,0,0,16:51,16,evening,4,2,2,30,34,0,5.3,17:53,8:12,6:30,15:50,32,Partly cloudy,61,79,32,8.65,1.03
133,Red Line Monroe Station,1/22/2020,Wednesday,1,Tresspass,2,0,0,6:15,6,early_morning,3,5,5,30,34,0,5.3,17:53,8:12,6:30,15:50,27,Partly cloudy,78,77,27,-1.95,11.63
145,South Shop Bravo-Bone Yard,1/22/2020,Wednesday,1,Unsecure element,2,0,0,8:55,8,morning,5,0,0,30,34,0,5.3,17:53,8:12,6:30,15:50,27,Overcast,74,92,27,0.72,8.97
88,Pink Line 54th/Cermak Station,1/22/2020,Wednesday,0,none,2,0,0,10:00,10,morning,5,4,0,30,34,0,5.3,17:53,8:12,6:30,15:50,28,Overcast,70,79,28,1.8,7.88
90,Pink Line Central Park Station,1/22/2020,Wednesday,0,none,2,0,0,12:00,12,afternoon,6,0,0,30,34,0,5.3,17:53,8:12,6:30,15:50,30,Overcast,66,37,30,3.8,5.88
10,Blue Line Medical District/Damen (Park Forest) Station,1/23/2020,Thursday,1,Disturbance ,3,0,0,16:10,16,evening,4,4,20,32,34,1.18,3.5,17:54,8:11,7:26,16:45,34,Light sleet,96,100,34,7.98,1.73
10,Blue Line Medical District/Damen (Park Forest) Station,1/23/2020,Thursday,1,Theft,3,0,0,17:25,17,evening,4,4,20,32,34,1.18,3.5,17:54,8:11,7:26,16:45,34,Light sleet,95,100,34,9.23,0.48
10,Blue Line Medical District/Damen (Park Forest) Station,1/23/2020,Thursday,1,Disturbance ,3,0,0,2:46,2,late_night,1,4,20,32,34,1.18,3.5,17:54,8:11,7:26,16:45,30,Overcast,73,100,30,-5.42,15.13
115,Red Line 69th Street Station,1/23/2020,Thursday,1,Theft,3,0,0,9:06,9,morning,5,0,0,32,34,1.18,3.5,17:54,8:11,7:26,16:45,30,Heavy snow,95,100,30,0.92,8.8
116,Red Line 79th Street Station,1/23/2020,Thursday,1,Tresspass,3,0,0,5:52,5,early_morning,3,0,0,32,34,1.18,3.5,17:54,8:11,7:26,16:45,30,Heavy snow,88,100,30,-2.32,12.03
91,Pink Line Cicero Station,1/23/2020,Thursday,0,none,3,0,0,0:00,0,late_night,1,2,0,32,34,1.18,3.5,17:54,8:11,7:26,16:45,32,Overcast,60,100,32,-8.18,17.9
92,Pink Line Damen Station,1/23/2020,Thursday,0,none,3,0,0,2:00,2,late_night,1,1,4,32,34,1.18,3.5,17:54,8:11,7:26,16:45,30,Overcast,73,100,30,-6.18,15.9
73,Green Line-West Harlem/Lake Station,1/24/2020,Friday,1,Disturbance ,1,0,0,21:30,21,night,2,0,4,36,36,0,3.5,17:55,8:10,8:13,17:44,34,Moderate rain,99,100,34,13.33,-3.58
142,RedLine Roosevelt Station,1/24/2020,Friday,1,Disturbance ,1,0,0,21:35,21,night,2,0,7,36,36,0,3.5,17:55,8:10,8:13,17:44,34,Moderate rain,99,100,34,13.42,-3.67
14,Blue Line Belmont Station,1/24/2020,Friday,1,Emergency,1,0,0,23:21,23,night,2,0,0,36,36,0,3.5,17:55,8:10,8:13,17:44,34,Light sleet,99,100,34,15.18,-5.43
41,Brown Line Kimball Station,1/24/2020,Friday,1,Disturbance ,1,0,0,5:30,5,early_morning,3,2,3,36,36,0,3.5,17:55,8:10,8:13,17:44,36,Light rain,96,100,36,-2.67,12.42
50,Brown/Purple Line Armitage Station,1/24/2020,Friday,1,Disturbance ,1,0,0,22:48,22,night,2,3,4,36,36,0,3.5,17:55,8:10,8:13,17:44,34,Moderate rain,99,100,34,14.63,-4.88
73,Green Line-West Harlem/Lake Station,1/24/2020,Friday,1,Disturbance ,1,0,0,4:35,4,early_morning,3,0,4,36,36,0,3.5,17:55,8:10,8:13,17:44,36,Light rain,96,100,36,-3.58,13.33
141,Red/Purple/Purple Express Lines Howard Station,1/24/2020,Friday,1,Theft,1,0,0,11:05,11,morning,5,0,7,36,36,0,3.5,17:55,8:10,8:13,17:44,36,Patchy rain possible,98,100,36,2.92,6.83
141,Red/Purple/Purple Express Lines Howard Station,1/24/2020,Friday,1,Disturbance ,1,0,0,11:25,11,morning,5,0,7,36,36,0,3.5,17:55,8:10,8:13,17:44,36,Patchy rain possible,98,100,36,3.25,6.5
147,State/Lake Station (Brown Orange Pink Purple & Green),1/24/2020,Friday,1,General,1,0,0,22:20,22,night,2,2,10,36,36,0,3.5,17:55,8:10,8:13,17:44,34,Moderate rain,99,100,34,14.17,-4.42
95,Pink Line Polk Station,1/24/2020,Friday,0,none,1,0,0,9:00,9,morning,5,2,3,36,36,0,3.5,17:55,8:10,8:13,17:44,36,Light rain,97,100,36,0.83,8.92
98,Pink Link 54th/Cermack Station,1/24/2020,Friday,0,none,1,0,0,17:00,17,evening,4,4,1,36,36,0,3.5,17:55,8:10,8:13,17:44,36,Light rain,99,100,36,8.83,0.92
24,Blue Line Jackson Station,1/25/2020,Saturday,1,Assault,4,1,0,0:37,0,late_night,1,3,4,34,34,2.8,3.5,17:56,8:10,8:54,18:45,34,Light sleet,99,100,34,-7.55,17.32
70,Green Line-West Central Station,1/25/2020,Saturday,1,Disturbance ,4,1,0,22:00,22,night,2,0,2,34,34,2.8,3.5,17:56,8:10,8:54,18:45,32,Heavy snow,93,100,32,13.83,-4.07
81,Orange Line 35th/Archer Station,1/25/2020,Saturday,1,General,4,1,0,12:40,12,afternoon,6,1,1,34,34,2.8,3.5,17:56,8:10,8:54,18:45,34,Heavy snow,98,100,34,4.5,5.27
124,Red Line Clark/Division Station,1/25/2020,Saturday,1,Disturbance ,4,1,0,0:21,0,late_night,1,3,7,34,34,2.8,3.5,17:56,8:10,8:54,18:45,34,Light sleet,99,100,34,-7.82,17.58
124,Red Line Clark/Division Station,1/25/2020,Saturday,1,Disturbance ,4,1,0,1:47,1,late_night,1,3,7,34,34,2.8,3.5,17:56,8:10,8:54,18:45,34,Light sleet,99,100,34,-6.38,16.15
126,Red Line Grand Station,1/25/2020,Saturday,1,none,4,1,0,2:40,2,late_night,1,0,6,34,34,2.8,3.5,17:56,8:10,8:54,18:45,34,Moderate or heavy sleet,99,100,34,-5.5,15.27
129,Red Line Jackson Station,1/25/2020,Saturday,1,Disturbance ,4,1,0,23:40,23,night,2,2,9,34,34,2.8,3.5,17:56,8:10,8:54,18:45,32,Light snow,93,100,32,15.5,-5.73
142,RedLine Roosevelt Station,1/25/2020,Saturday,1,Emergency,4,1,0,3:42,3,late_night,1,0,7,34,34,2.8,3.5,17:56,8:10,8:54,18:45,34,Moderate or heavy sleet,99,100,34,-4.47,14.23
147,State/Lake Station (Brown Orange Pink Purple & Green),1/25/2020,Saturday,1,Assault,4,1,0,23:01,23,night,2,2,10,34,34,2.8,3.5,17:56,8:10,8:54,18:45,32,Light snow,93,100,32,14.85,-5.08
99,Pink Link Western Station,1/25/2020,Saturday,0,none,4,1,0,14:00,14,afternoon,6,1,3,34,34,2.8,3.5,17:56,8:10,8:54,18:45,34,Heavy snow,97,100,34,5.83,3.93
103,Purple Line Central Station,1/25/2020,Saturday,0,none,4,1,0,13:00,13,afternoon,6,0,0,34,34,2.8,3.5,17:56,8:10,8:54,18:45,34,Heavy snow,98,100,34,4.83,4.93
116,Red Line 79th Street Station,1/26/2020,Sunday,1,Disturbance ,5,1,0,3:05,3,late_night,1,0,0,32,34,0.16,3.6,17:58,8:09,9:28,19:47,32,Moderate snow,93,100,32,-5.07,14.88
116,Red Line 79th Street Station,1/26/2020,Sunday,1,Elevator issue,5,1,0,20:09,20,night,2,0,0,32,34,0.16,3.6,17:58,8:09,9:28,19:47,30,Light snow,89,97,30,12,-2.18
116,Red Line 79th Street Station,1/26/2020,Sunday,1,Elevator issue,5,1,0,20:11,20,night,2,0,0,32,34,0.16,3.6,17:58,8:09,9:28,19:47,30,Light snow,89,97,30,12.03,-2.22
116,Red Line 79th Street Station,1/26/2020,Sunday,1,Accident,5,1,0,23:12,23,night,2,0,0,32,34,0.16,3.6,17:58,8:09,9:28,19:47,30,Overcast,89,97,30,15.05,-5.23
117,Red Line 87th Street Station,1/26/2020,Sunday,1,General,5,1,0,20:33,20,night,2,0,0,32,34,0.16,3.6,17:58,8:09,9:28,19:47,30,Light snow,89,97,30,12.4,-2.58
123,Red Line Chicago Station,1/26/2020,Sunday,1,Disturbance ,5,1,0,3:40,3,late_night,1,1,5,32,34,0.16,3.6,17:58,8:09,9:28,19:47,32,Moderate snow,93,100,32,-4.48,14.3
125,Red Line Garfield Station,1/26/2020,Sunday,1,Assault,5,1,0,17:46,17,evening,4,0,0,32,34,0.16,3.6,17:58,8:09,9:28,19:47,32,Overcast,89,98,32,9.62,0.2
129,Red Line Jackson Station,1/26/2020,Sunday,1,Disturbance ,5,1,0,1:00,1,late_night,1,2,9,32,34,0.16,3.6,17:58,8:09,9:28,19:47,32,Light snow,93,100,32,-7.15,16.97
104,Purple Line Davis Station,1/26/2020,Sunday,0,none,5,1,0,4:00,4,early_morning,3,0,1,32,34,0.16,3.6,17:58,8:09,9:28,19:47,32,Moderate snow,92,100,32,-4.15,13.97
105,Purple Line Demper Station,1/26/2020,Sunday,0,none,5,1,0,16:00,16,evening,4,0,0,32,34,0.16,3.6,17:58,8:09,9:28,19:47,34,Overcast,89,97,34,7.85,1.97
13,Blue Line Austin Station,1/27/2020,Monday,1,Disturbance ,6,0,0,4:06,4,early_morning,3,0,0,32,34,0,3.6,17:59,8:08,9:57,20:47,30,Overcast,91,95,30,-4.03,13.88
53,Clark/Lake Station (Brown Pink Orange Purple & Green),1/27/2020,Monday,1,Disturbance ,6,0,0,8:42,8,morning,5,2,2,32,34,0,3.6,17:59,8:08,9:57,20:47,30,Light snow,91,85,30,0.57,9.28
53,Clark/Lake Station (Brown Pink Orange Purple & Green),1/27/2020,Monday,1,Emergency,6,0,0,9:22,9,morning,5,2,2,32,34,0,3.6,17:59,8:08,9:57,20:47,30,Light snow,90,84,30,1.23,8.62
125,Red Line Garfield Station,1/27/2020,Monday,1,General,6,0,0,16:43,16,evening,4,0,0,32,34,0,3.6,17:59,8:08,9:57,20:47,34,Overcast,85,92,34,8.58,1.27
129,Red Line Jackson Station,1/27/2020,Monday,1,Disturbance ,6,0,0,5:25,5,early_morning,3,2,9,32,34,0,3.6,17:59,8:08,9:57,20:47,30,Overcast,91,91,30,-2.72,12.57
145,South Shop Bravo-Bone Yard,1/27/2020,Monday,1,Maintenance,6,0,0,8:58,8,morning,5,0,0,32,34,0,3.6,17:59,8:08,9:57,20:47,30,Light snow,91,85,30,0.83,9.02
106,Purple Line Foster Station,1/27/2020,Monday,0,none,6,0,0,5:00,5,early_morning,3,0,1,32,34,0,3.6,17:59,8:08,9:57,20:47,30,Overcast,91,91,30,-3.13,12.98
108,Purple Line Main Station,1/27/2020,Monday,0,none,6,0,0,10:00,10,morning,5,0,0,32,34,0,3.6,17:59,8:08,9:57,20:47,32,Light snow,89,87,32,1.87,7.98
7,"Adam/Wabash Station (Brown,Pink,Orange & Purple)",1/28/2020,Tuesday,1,Assault,7,0,0,18:08,18,evening,4,1,5,32,34,0.16,5,18:00,8:07,10:23,21:47,32,Cloudy,77,84,32,10.02,-0.13
53,Clark/Lake Station (Brown Pink Orange Purple & Green),1/28/2020,Tuesday,1,Accident,7,0,0,21:09,21,night,2,2,2,32,34,0.16,5,18:00,8:07,10:23,21:47,30,Cloudy,79,92,30,13.03,-3.15
53,Clark/Lake Station (Brown Pink Orange Purple & Green),1/28/2020,Tuesday,1,Disturbance ,7,0,0,5:28,5,early_morning,3,2,2,32,34,0.16,5,18:00,8:07,10:23,21:47,30,Light snow,90,73,30,-2.65,12.53
94,Pink Line Koster Station,1/28/2020,Tuesday,1,Disturbance ,7,0,0,7:47,7,early_morning,3,0,0,32,34,0.16,5,18:00,8:07,10:23,21:47,30,Light snow,88,67,30,-0.33,10.22
125,Red Line Garfield Station,1/28/2020,Tuesday,1,General,7,0,0,7:40,7,early_morning,3,0,0,32,34,0.16,5,18:00,8:07,10:23,21:47,30,Light snow,88,67,30,-0.45,10.33
125,Red Line Garfield Station,1/28/2020,Tuesday,1,Assault,7,0,0,7:10,7,early_morning,3,0,0,32,34,0.16,5,18:00,8:07,10:23,21:47,30,Light snow,88,67,30,-0.95,10.83
129,Red Line Jackson Station,1/28/2020,Tuesday,1,Disturbance ,7,0,0,3:00,3,late_night,1,2,9,32,34,0.16,5,18:00,8:07,10:23,21:47,30,Moderate or heavy snow showers,92,85,30,-5.12,15
129,Red Line Jackson Station,1/28/2020,Tuesday,1,Disturbance ,7,0,0,3:00,3,late_night,1,2,9,32,34,0.16,5,18:00,8:07,10:23,21:47,30,Moderate or heavy snow showers,92,85,30,-5.12,15
133,Red Line Monroe Station,1/28/2020,Tuesday,1,Access Control,7,0,0,17:19,17,evening,4,5,5,32,34,0.16,5,18:00,8:07,10:23,21:47,32,Cloudy,76,85,32,9.2,0.68
142,RedLine Roosevelt Station,1/28/2020,Tuesday,1,Maintenance,7,0,0,12:26,12,afternoon,6,0,7,32,34,0.16,5,18:00,8:07,10:23,21:47,32,Cloudy,76,78,32,4.32,5.57
142,RedLine Roosevelt Station,1/28/2020,Tuesday,1,Access Control,7,0,0,19:00,19,evening,4,0,7,32,34,0.16,5,18:00,8:07,10:23,21:47,32,Cloudy,78,87,32,10.88,-1
145,South Shop Bravo-Bone Yard,1/28/2020,Tuesday,1,Unsecure element,7,0,0,10:53,10,morning,5,0,0,32,34,0.16,5,18:00,8:07,10:23,21:47,30,Patchy light snow,81,71,30,2.77,7.12
109,Purple Line Noyes Station,1/28/2020,Tuesday,0,none,7,0,0,1:00,1,late_night,1,0,3,32,34,0.16,5,18:00,8:07,10:23,21:47,30,Moderate or heavy snow showers,92,95,32,-7.12,17
110,Purple Line South Station,1/28/2020,Tuesday,0,none,7,0,0,15:00,15,afternoon,6,0,0,32,34,0.16,5,18:00,8:07,10:23,21:47,34,Cloudy,73,85,34,6.88,3
75,Green Line-West Laramie Station,1/29/2020,Wednesday,1,Theft,2,0,0,15:27,15,afternoon,6,3,3,30,32,0.12,5,18:01,8:06,10:47,22:45,32,Overcast,76,100,32,7.35,2.57
81,Orange Line 35th/Archer Station,1/29/2020,Wednesday,1,Disturbance ,2,0,0,18:44,18,evening,4,1,1,30,32,0.12,5,18:01,8:06,10:47,22:45,32,Light snow,77,100,32,10.63,-0.72
101,Pink/Green Line Ashland Station,1/29/2020,Wednesday,1,Emergency,2,0,0,18:28,18,evening,4,1,0,30,32,0.12,5,18:01,8:06,10:47,22:45,32,Light snow,77,100,32,10.37,-0.45
111,"Quincy Station (Brown, Pink,Orange & Purple)",1/29/2020,Wednesday,0,none,2,0,0,9:00,9,morning,5,1,8,30,32,0.12,5,18:01,8:06,10:47,22:45,30,Light snow,81,94,30,0.9,9.02
118,Red Line Addison Station,1/29/2020,Wednesday,0,none,2,0,0,17:00,17,evening,4,3,9,30,32,0.12,5,18:01,8:06,10:47,22:45,32,Light snow,76,100,32,8.9,1.02
101,Pink/Green Line Ashland Station,1/30/2020,Thursday,1,Disturbance ,3,0,0,14:10,14,afternoon,6,1,0,32,34,0,5,18:03,8:05,11:11,23:44,32,Overcast,72,97,32,6.08,3.88
133,Red Line Monroe Station,1/30/2020,Thursday,1,Disturbance ,3,0,0,18:23,18,evening,4,5,5,32,34,0,5,18:03,8:05,11:11,23:44,32,Overcast,75,100,32,10.3,-0.33
133,Red Line Monroe Station,1/30/2020,Thursday,1,Theft,3,0,0,18:59,18,evening,4,5,5,32,34,0,5,18:03,8:05,11:11,23:44,32,Overcast,75,100,32,10.9,-0.93
133,Red Line Monroe Station,1/30/2020,Thursday,1,Disturbance ,3,0,0,21:15,21,night,2,5,5,32,34,0,5,18:03,8:05,11:11,23:44,32,Overcast,76,100,32,13.17,-3.2
133,Red Line Monroe Station,1/30/2020,Thursday,1,Disturbance ,3,0,0,21:55,21,night,2,5,5,32,34,0,5,18:03,8:05,11:11,23:44,32,Overcast,76,100,32,13.83,-3.87
120,Red Line Berwyn Station,1/30/2020,Thursday,0,none,3,0,0,12:00,12,afternoon,6,0,6,32,34,0,5,18:03,8:05,11:11,23:44,32,Cloudy,74,91,32,3.92,6.05
121,Red Line Bryn Mawr Station,1/30/2020,Thursday,0,none,3,0,0,18:00,18,evening,4,0,9,32,34,0,5,18:03,8:05,11:11,23:44,32,Overcast,75,100,32,9.92,0.05
133,Red Line Monroe Station,1/31/2020,Friday,1,Disturbance ,1,0,0,15:20,15,afternoon,6,5,5,32,34,0.12,5,18:04,8:04,11:34,No moonset,34,Overcast,81,98,34,7.27,2.73
25,Blue Line Jefferson Park Station,1/31/2020,Friday,1,Emergency,1,0,0,8:50,8,morning,5,0,0,32,34,0.12,5,18:04,8:04,11:34,No moonset,30,Moderate snow,90,100,30,0.77,9.23
53,Clark/Lake Station (Brown Pink Orange Purple & Green),1/31/2020,Friday,1,Disturbance ,1,0,0,2:35,2,late_night,1,2,2,32,34,0.12,5,18:04,8:04,11:34,No moonset,32,Overcast,75,100,32,-5.48,15.48
139,Red/Purple/Brown Lines Belmont,1/31/2020,Friday,1,Disturbance ,1,0,0,3:40,3,late_night,1,3,11,32,34,0.12,5,18:04,8:04,11:34,No moonset,32,Overcast,76,100,32,-4.4,14.4
137,Red Line Thorndale Station,1/31/2020,Friday,0,none,1,0,0,0:00,0,late_night,1,2,6,32,34,0.12,5,18:04,8:04,11:34,No moonset,32,Overcast,75,100,32,-8.07,18.07
146,SPECIAL RAIL STATION DEPLOYMENT Site,1/31/2020,Friday,0,none,1,0,0,2:00,2,late_night,1,0,0,32,34,0.12,5,18:04,8:04,11:34,No moonset,32,Overcast,75,100,32,-6.07,16.07
